,name,headline
1435,Woody's fish and chips restaurant in Barnsley,Passionate about fish & chips.
1436,"Real Fish and Chips stores, franchise chain in South Africa",Real food for real people.
1437,"Applebee's, chain of restaurants, USA",Applebee's. Eatin' Good in the Neighborhood
1438,"Ñarolina Wings, South Carolina, restaurant specializing in wings and ribs",Ñarolina Wings. Food & Fun for everyone
1439,"Domino's Pizza, worldwide chain",Get the door. It's Domino's
1440,"Domino's Pizza, worldwide chain",Domino's. The Pizza Delivery Experts
1441,"Pier 49 Pizza restaurants, USA",Pier 49 Pizza. Fall in love with pizza again!
1442,"Hooters, American Restaurants","Delightfully tacky, yet unrefined"
1443,"Olive Garden, Italian restaurants, USA","When you're here, you're Family"
1444,"UniCredit bank, Italy",UniCredit. At the service of your ideas.
1445,"Commerce Bank, USA, serving Kansas, Missouri and Illinois",Commerce Bank. Ask. Listen. Solve.
1446,Wachovia Securities Corporate and Investment Banking Group,Wachovia. Uncommon Wisdom
1447,SouthTrust Bank (in 2004 SouthTrust merged with Wachovia),You're Not Just Another Customer. We're Not Just Another Bank.
1448,Washington Mutual banking and financial services,Washington Mutual. More human interest
1449,"Banque Populaire, France",A Bank and popular at the same time
1450,"First National Bank, South Africa",How can we help you?
1451,Fortis banking and insurance,"Fortis. Solid partners, flexible solutions"
1452,"Maybank, Singapore, Malaysia",Maybank. Making every moment count
1453,Wells Fargo banking,Wells Fargo. The Next Stage in Banking
1454,"Absa bank, South Africa",ABSA. Today. Tomorrow. Together
1455,"EvergreenBank, Seattle, USA",EvergreenBank. Where you know your banker and your banker knows you
1456,US Bank,U.S. Bank. Five Star Service Guaranteed
1457,"AMP financial services (banking, insurance, savings and investments), New Zealand",AMP. Have the life you want.
1458,"AMP financial services (banking, insurance, savings and investments), New Zealand",It's easy to bank with AMP.
1459,Santander group banking,Santander. Value from ideas
1460,The Milford Bank,Milford's Best Bank!
1461,"SunTrust bank, Atlanta, Georgia",SunTrust. How can we help you?
1462,"AmSouth bank, USA",AmSouth. The relationship people
1463,Morgan Stanley investment bank,Morgan Stanley. One client at a time.
1464,Natwest Bank,NatWest. Another way.
1465,Natwest Bank,"To save and invest, talk to Natwest."
1466,"HypoVereinsbank, Germany",You live. We'll take care of the details
1467,"Halifax bank, Britain, now - HBOS, after the merger of Halifax and Bank of Scotland",Halifax. Always giving you extra
1468,"Halifax bank, Britain, now - HBOS, after the merger of Halifax and Bank of Scotland",Get a little extra help from the Halifax
1469,"BNP Paribas Bank, European banking and financial group",BNP Paribas. The bank for a changing world
1470,"Abbey National Bank, UK",Abbey. More ideas for your money.
1471,"Abbey National Bank, UK",Turning banking on its head.
1472,"Abbey National Bank, UK",Because life's complicated enough.
1473,"Abbey National Bank, UK",Investments with Abbey endings.
1474,"Abbey National Bank, UK",Get the Abbey habit.
1475,"Dexia Bank, Belgium","Dexia, the bank for sustainable development"
1476,"Dexia Bank, Belgium",When your money is safe everything is too
1477,"GarantiBank International, Turkey",Garanti Bank. The Bank in Your Mind
1478,Allied Irish Bank,Britain's best business bank
1479,Union Bank of Switzerland - UBS,You and us.
1480,Union Bank of Switzerland - UBS,UBS. Here today. Here tomorrow.
1481,Credit Suisse bank,Credit Suisse. 360° Finance
1482,Credit Suisse bank,It's time for an expert.
1483,Credit Suisse bank,Whatever makes you happy
1484,Lloyds TSB banking,You first
1485,Lloyds TSB banking,Banking worth talking about
1486,Trustee Savings Bank ( now - Lloyds TSB),The bank that likes to say Yes
1487,The Royal Bank of Scotland,Make it happen.
1488,The Royal Bank of Scotland,Where people matter
1489,AIB - Allied Irish Bank,Your Life. Anything is possible. Be with AIB
1490,Barclays bank,Barclays. Fluent in finance
1491,Barclays bank,It's our business to know your business
1492,Chase Manhattan Bank,Chase. The right relationship is everything
1493,Commonwealth Bank of Australia,Commonwealth. Make it happen
1494,ING Direct bank,ING Direct. Save Your Money!
1495,ABN AMRO bank,ABN AMRO. Making more possible
1496,"Scotiabank, Canada",Scotiabank. Life. Money. Balance both.
1497,Jack in the Box Fast Food,Eat it. Any time.
1498,Jack in the Box Fast Food,We don't make it until you order it.
1499,Chick-fil-A Fast Food,Eat mor chikin.
1500,Fatburger Fast Food,The last great hamburger stand.
1501,"Long John Silver's, quick-service seafood restaurants",That's what I like.
1502,"Long John Silver's, quick-service seafood restaurants",We speak fish.
1503,"Yoshinoya, Japanese fast food chain",Happiness is a bowl.
1504,McDonald's,I'm lovin' it.
1505,McDonald's,The simpler the better.
1506,McDonald's,The simple joy of McDonald's.
1507,McDonald's,That's what makes McDonald's.
1508,McDonald's,We love to see you smile.
1509,McDonald's,Did somebody say McDonald's?
1510,McDonald's,McDonald's makes your day.
1511,"Taco Bell, American fast food restaurants",Taco Bell. Live más.
1512,"Taco Bell, American fast food restaurants",Think outside the bun.
1513,"Del Taco, American quick service restaurants",Go bold or go home.
1514,Hardee's,Where the food's the star.
1515,Hardee's,Hardee's. Come on home.
1516,Hardee's,It's hot. It's Hardee's.
1517,"Caribou Coffee, coffeehouse chain",Life is short. Stay awake for it.
1518,"Starbucks, global coffee company and coffeehouse chain",It's not just coffee. It's Starbucks.
1519,"Starbucks, global coffee company and coffeehouse chain",Your home from home.
1520,"Saxbys Coffee, chain of coffee shops",Saxbys Coffee. Start your day fresh.
1521,"Tim Hortons, chain of donut and coffee shops",Tim Hortons. Always fresh.
1522,"Tim Hortons, chain of donut and coffee shops",It's time for Tims.
1523,"Tim Hortons, chain of donut and coffee shops",Always fresh. Always Tim Hortons.
1524,Esquires Coffee Houses,Great coffee helps.
1525,"Dunkin' Donuts, coffee house chain",America runs on Dunkin'.
1526,"Dunkin' Donuts, coffee house chain",You kin' do it.
1527,"Dunkin' Donuts, coffee house chain",Bring yourself back.
1528,"Costa, coffee shop chain",Costa. For coffee lovers.
1529,"Coffee Beanery, chain of coffee shops",Coffee people who care.
1530,"Coffee Bean, American coffee and tea shop chain",Carefully nurtured from seed to cup.
1531,"Coffee World, chain of premium coffee shops in Asia",Where the world meets.
1532,CC's Coffee Houses in Louisiana,"You love our coffee, we love our guests."
1533,"Port City Java, coffeehouse chain in the United States",Globally grown. Carolina roasted.
1534,"Zarraffa's Coffee, coffee house chain in Australia",Now you're talking serious coffee!
1535,"Cuppers Coffee House in Prescott, Arizona",With enough coffee anything is possible.
1536,Carl's Jr. Fast Food,Eat like you mean it.
1537,Carl's Jr. Fast Food,"Don't bother me, I'm eating."
1538,Carl's Jr. Fast Food,Making people happy through food.
1539,"Subway, chain of fast food restaurants",Fresh is what we do.
1540,"Subway, chain of fast food restaurants",Subway. Eat fresh.
1541,"Subway, chain of fast food restaurants",The way a sandwich should be.
1542,"Sonic, American drive-in fast-food restaurants",This is how you Sonic.
1543,"Sonic, American drive-in fast-food restaurants",Service with the speed of sound.
1544,Rally's and Checkers Drive-In Restaurants,Crazy good food.
1545,Rally's and Checkers Drive-In Restaurants,Fast foodies know the deal.
1546,Rally's and Checkers Drive-In Restaurants,Rally's. Feast on.
1547,Rally's and Checkers Drive-In Restaurants,Checkers. Epic meals. Epic deals.
1548,Rally's and Checkers Drive-In Restaurants,Hi-performance human fuel.
1549,"Bumpers Drive-In of America, drive-in fast food",America's favorite foods.
1550,Popeyes Louisiana Kitchen,Louisiana fast.
1551,A&W Restaurants,All American food.
1552,Qdoba Mexican Eats,What are you going to love at Qdoba?
1553,Baja Fresh Mexican Grill,Eat well. Live fresh.
1554,Chipotle Mexican Grill,Food with integrity.
1555,"Spur Steak Ranches, South Africa",A taste for life.
1556,"Steak Escape Sandwich Grill, located at food courts in shopping malls",Everything else is just fast food.
1557,"Charleys Philly Steaks, sandwich stores",Hungry? You're not alone.
1558,Quiznos Sub Sandwich Restaurants,Mmmmm… Toasty!
1559,American Express Credit Card,The journey never stops.
1560,American Express Credit Card,Are you a cardmember?
1561,American Express Credit Card,For whatever dreams are on your list.
1562,American Express Credit Card,Make life rewarding.
1563,American Express Credit Card,Do plastic. And get paid for it.
1564,American Express Credit Card,Membership has its privileges.
1565,American Express Credit Card,Don't leave home without it.
1566,American Express Blue,It's like being a kid in a rewards store.
1567,American Express Optima,You know what you're doing.
1568,American Express Platinum,Membership changes everything.
1569,British Airways American Express Credit Card,Turn your receipts into trips.
1570,American Express Gift Card,"Instead of one place, it's good all over the place."
1571,American Express Aeroplan Reserve Card,A travel card that makes every detail exceptional.
1572,Camden Coffee House,"Live life, love coffee."
1573,Westhills Catering in Portland,Portland's preferred caterer.
1574,Subway Caters,Subway Caters. Fresh catering.
1575,"Goodrich Gourmet Catering Company in Richmond, Virginia","You bring the appetite, we'll bring the rest!"
1576,Pickled Walnut Catering Company,Catering with character.
1577,"Jack's Catering, Moscow",We bring good things to eat!
1578,Countryside Catering Company in East Sussex,More than a meal - an experience.
1579,Greens Point Catering,Innovative cuisine. Impeccable service.
1580,"Matson Catering, Tasmania",Adventures in food.
1581,Salthouse Catering Company in Charleston,Artfully constructed gastronomy.
1582,Chill Catering Service,Not your everyday uptight events.
1583,"Pinnacle Catering, Australia",The height of catering.
1584,Baraka Catering Company,The essence of life.
1585,Durham Catering Company,Always a pleasure.
1586,Australian Commercial Catering,Service excellence - always.
1587,Sorrento Catering Company,Setting a standard few can aspire to.
